Order ID,Order Date,Customer ID,Customer Segment,Sales Channel,Region,Product ID,Category,Product Name,Unit Price,Quantity,Discount Pct,Revenue,Inventory On Hand,Reorder Level
O50039,2025-05-23,C10395,New,Organic Search,West,P1013,Loungewear,Relaxed Jogger,85.0,1,0.0,85.0,441.0,79
O50040,2025-11-25,C10179,VIP,Email Campaign,Midwest,P1011,Dresses,Travel Dress,141.0,3,0.1,380.7,218.0,77
O50040,2025-11-25,C10179,VIP,Email Campaign,Midwest,P1004,Bottoms,Easy Trouser,116.0,1,0.2,$92.80,195.0,79
O50041,2025-07-24,C10260,Repeat,Web,South,P1000,Tops,Classic Tee,78.0,1,0.2,$62.40,239.0,49
O50042,2025-10-02,C10347,VIP,Paid Social,South,P1000,Tops,Classic Tee,78.0,1,0.0,78.0,238.0,49
O50043,2025-01-15,C10169,New,Email Campaign,South,P1011,Dresses,Travel Dress,141.0,2,,253.8,216.0,77
O50044,2025-05-14,C10059,Repeat,Web,South,P1005,Bottoms,Weekend Skirt,109.0,2,0.05,207.1,282.0,41
O50045,2025-10-25,C10091,VIP,Web,West,P1006,Outerwear,Commuter Blazer,174.0,1,0.05,$165.30,423.0,51
O50046,2025-01-20,C10135,New,Paid Social,Midwest,P1014,Loungewear,Cozy Hoodie,126.36,2,0.0,252.72,142.0,49
O50047,2025-11-02,C10055,VIP,Mobile App,West,P1009,Dresses,Wrap Dress,160.0,2,0.0,320.0,263.0,40
O50048,2025-06-26,C10222,Repeat,Mobile App,South,P1011,Dresses,Travel Dress,157.92,2,0.2,252.67,214.0,77
O50049,2025-06-10,C10373,Repeat,Web,South,P1005,Bottoms,Weekend Skirt,109.0,1,0.05,103.55,281.0,41
O50050,2025-11-07,C10223,VIP,Mobile App,Northeast,P1002,Tops,Everyday Shirt,71.0,3,0.15,181.05,231.0,67
O50051,2025-03-01,C10261,New,Email Campaign,South,P1010,Dresses,Shift Dress,142.0,1,0.15,120.7,346.0,75
O50052,2025-10-23,C10197,Repeat,Web,South,P1012,Loungewear,Soft Set,78.0,1,0.05,74.1,382.0,81
O50053,2025-05-11,C10097,VIP,Mobile App,Midwest,P1001,Tops,Air Tunic,62.0,1,0.05,58.9,152.0,72
O50053,2025-05-11,C10097,VIP,Mobile App,Midwest,P1005,Bottoms,Weekend Skirt,109.0,1,0.1,98.1,280.0,41
O50054,2025-12-29,C10022,Repeat,Mobile App,South,P1011,Dresses,Travel Dress,141.0,2,,225.6,212.0,77
O50055,2025-01-01,C10223,Repeat,Organic Search,South,P1003,Bottoms,Tailored Pant,89.0,1,0.0,89.0,,61
O50056,2025-10-03,C10266,VIP,Organic Search,West,P1010,Dresses,Shift Dress,142.0,2,0.05,269.8,344.0,75
O50057,2025-12-10,C10351,VIP,Paid Social,South,P1010,Dresses,Shift Dress,142.0,4,0.1,511.2,340.0,75
O50058,2025-07-06,C10100,Repeat,Mobile App,West,P1005,Bottoms,Weekend Skirt,109.0,3,0.1,294.3,277.0,41
O50059,2025-02-05,C10220,New,Paid Social,Midwest,P1006,Outerwear,Commuter Blazer,150.0,3,0.15,382.5,420.0,51
O50059,2025-02-05,C10220,New,Paid Social,Midwest,P1002,Tops,Everyday Shirt,71.0,2,,134.9,229.0,67
O50060,2025-06-19,C10340,New,Web,West,P1007,Outerwear,Layer Jacket,196.0,1,0.0,196.0,303.0,40
O50061,2025-06-10,C10319,New,Web,Midwest,P1009,Dresses,Wrap Dress,179.2,1,0.05,170.24,262.0,40
O50062,2025-03-05,C10339,New,Paid Social,Northeast,P1003,Bottoms,Tailored Pant,89.0,1,0.0,89.0,391.0,61
O50063,2025-06-03,C10368,Repeat,Paid Social,West,P1005,Bottoms,Weekend Skirt,109.0,1,0.05,103.55,276.0,41
O50063,2025-06-03,C10368,Repeat,Paid Social,West,P1009,Dresses,Wrap Dress,179.2,1,0.2,143.36,261.0,40
O50064,2025-06-08,C10259,VIP,Web,West,P1008,Outerwear,Transit Coat,218.0,1,0.15,185.3,412.0,47
O50064,2025-06-08,C10259,VIP,Web,West,P1007,Outerwear,Layer Jacket,196.0,2,0.0,392.0,301.0,40
O50064,2025-06-08,C10259,VIP,Web,West,P1003,Bottoms,Tailored Pant,89.0,2,0.0,178.0,389.0,61
O50065,2025-07-29,C10341,Repeat,WEB,Northeast,P1005,Bottoms,Weekend Skirt,109.0,2,0.15,185.3,274.0,41
O50066,2025-07-26,C10167,Repeat,Web,Northeast,P1014,Loungewear,Cozy Hoodie,117.0,2,0.15,198.9,140.0,49
O50066,2025-07-26,C10167,Repeat,Web,,P1008,Outerwear,Transit Coat,218.0,4,0.1,784.8,408.0,47
O50067,2025-06-01,C10356,Repeat,Mobile App,West,P1009,Dresses,Wrap Dress,179.2,2,0.0,$358.40,259.0,40
O50068,2025-03-07,C10283,VIP,Paid Social,Northeast,P1004,Bottoms,Easy Trouser,116.0,2,0.05,220.4,193.0,79
O50069,2025-08-04,C10098,Repeat,Web,South,P1010,Dresses,Shift Dress,142.0,1,0.05,134.9,339.0,75
O50070,2025-07-14,C10340,Repeat,Organic Search,West,P1013,Loungewear,Relaxed Jogger,85.0,1,0.15,72.25,440.0,79
O50071,2025-03-31,C10346,New,Web,West,P1008,Outerwear,Transit Coat,218.0,3,0.05,621.3,405.0,47
O50071,2025-03-31,C10346,New,Web,West,P1002,Tops,Everyday Shirt,71.0,1,0.05,67.45,228.0,67
O50072,2025-10-19,C10315,VIP,Web,Midwest,P1001,Tops,Air Tunic,62.0,3,0.0,186.0,149.0,72
O50073,2025-07-27,C10154,New,Web,West,P1005,Bottoms,Weekend Skirt,109.0,1,0.0,109.0,273.0,41
O50073,2025-07-27,C10154,New,Web,West,P1013,Loungewear,Relaxed Jogger,85.0,1,0.0,85.0,439.0,79
O50073,2025-07-27,C10154,New,Web,West,P1000,Tops,Classic Tee,78.0,1,0.0,78.0,237.0,49
O50074,2025-01-01,C10280,New,Web,West,P1000,Tops,Classic Tee,78.0,1,0.1,70.2,236.0,49
O50075,2025-05-27,C10155,Repeat,Email Campaign,South,P1005,Bottoms,Weekend Skirt,109.0,1,0.15,92.65,272.0,41
O50075,2025-05-27,C10155,Repeat,Email Campaign,South,P1006,Outerwear,Commuter Blazer,150.0,1,0.2,120.0,419.0,51
O50076,2025-08-09,C10107,Repeat,Mobile App,Northeast,P1011,Dresses,Travel Dress,141.0,1,0.05,133.95,211.0,77
O50076,2025-08-09,C10107,Repeat,Mobile App,,P1008,Outerwear,Transit Coat,218.0,1,0.0,218.0,404.0,47
O50077,2025-10-24,C10402,New,MOBILE APP,West,P1013,Loungewear,Relaxed Jogger,85.0,2,0.15,144.5,437.0,79
O50078,2025-12-02,C10310,VIP,Email Campaign,Northeast,P1004,Bottoms,Easy Trouser,116.0,1,0.15,98.6,192.0,79
O50079,2025-08-27,C10164,Repeat,Paid Social,South,P1006,Outerwear,Commuter Blazer,150.0,1,0.0,150.0,418.0,51
O50080,2025-08-15,C10226,Repeat,Web,South,P1003,Bottoms,Tailored Pant,89.0,1,0.2,71.2,388.0,61
O50081,2025-04-20,C10345,New,Email Campaign,West,P1012,Loungewear,Soft Set,78.0,2,0.15,132.6,380.0,81
O50082,2025-08-31,C10261,Repeat,Organic Search,Midwest,P1010,Dresses,Shift Dress,142.0,1,0.2,113.6,338.0,75
O50082,2025-08-31,C10261,Repeat,Organic Search,Midwest,P1013,Loungewear,Relaxed Jogger,85.0,1,0.0,85.0,436.0,79
O50083,2025-03-28,C10406,New,Email Campaign,South,P1011,Dresses,Travel Dress,141.0,1,0.1,126.9,210.0,77
O50084,2025-02-13,C10337,Repeat,Paid Social,West,P1005,Bottoms,Weekend Skirt,109.0,2,0.05,207.1,270.0,41
O50085,2025-09-21,C10145,VIP,EMAIL CAMPAIGN,West,P1008,Outerwear,Transit Coat,252.88,1,0.1,227.59,403.0,47
O50086,2025-11-21,C10339,Repeat,Web,South,P1004,Bottoms,Easy Trouser,116.0,1,0.05,110.2,191.0,79
O50087,2025-06-21,C10317,Repeat,Mobile App,South,P1012,loungewear,Soft Set,78.0,1,0.0,78.0,379.0,81
O50088,2025-05-01,C10047,Repeat,Web,Midwest,P1002,Tops,Everyday Shirt,71.0,2,0.0,142.0,226.0,67
O50088,2025-05-01,C10047,Repeat,Web,Midwest,P1012,Loungewear,Soft Set,78.0,1,0.0,78.0,378.0,81
O50089,2025-06-08,C10344,Repeat,Email Campaign,Midwest,P1006,Outerwear,Commuter Blazer,150.0,1,0.1,135.0,417.0,51
O50090,2025-04-12,C10115,Repeat,Paid Social,Northeast,P1013,Loungewear,Relaxed Jogger,85.0,1,0.1,76.5,435.0,79
O50091,2025-01-13,C10075,Repeat,Paid Social,Northeast,P1011,Dresses,Travel Dress,141.0,4,0.0,564.0,206.0,77
O50091,2025-01-13,C10075,Repeat,Paid Social,Northeast,P1012,Loungewear,Soft Set,84.24,3,0.1,227.45,,81
O50092,2025-05-06,C10023,Repeat,Paid Social,West,P1014,Loungewear,Cozy Hoodie,117.0,1,0.05,111.15,139.0,49
O50093,2025-11-09,C10243,Repeat,Email Campaign,Midwest,P1013,Loungewear,Relaxed Jogger,85.0,2,0.1,153.0,433.0,79
O50094,2025-02-07,C10393,New,Organic Search,Midwest,P1000,Tops,Classic Tee,78.0,2,0.1,140.4,234.0,49
O50095,2025-08-01,C10233,Repeat,Paid Social,South,P1006,Outerwear,Commuter Blazer,150.0,2,0.05,285.0,415.0,51
O50095,2025-08-01,C10233,Repeat,Paid Social,South,P1000,Tops,Classic Tee,78.0,2,0.15,132.6,232.0,49
O50096,2025-10-22,C10322,Repeat,Email Campaign,Northeast,P1005,Bottoms,Weekend Skirt,109.0,1,0.1,98.1,269.0,41
O50096,2025-10-22,C10322,Repeat,Email Campaign,Northeast,P1013,Loungewear,Relaxed Jogger,85.0,4,0.15,289.0,429.0,79
O50097,2025-12-23,C10099,Repeat,Web,Midwest,P1003,Bottoms,Tailored Pant,89.0,2,0.05,169.1,386.0,61
O50097,2025-12-23,C10099,Repeat,Web,Midwest,P1002,Tops,Everyday Shirt,71.0,1,0.0,71.0,225.0,67
O50097,2025-12-23,C10099,Repeat,Web,Midwest,P1010,Dresses,Shift Dress,142.0,2,0.15,241.4,336.0,75
O50098,2025-09-11,C10196,VIP,Paid Social,West,P1005,Bottoms,Weekend Skirt,109.0,1,0.05,103.55,268.0,41
O50099,2025-05-05,C10204,Repeat,Email Campaign,Northeast,P1007,Outerwear,Layer Jacket,196.0,1,0.15,166.6,300.0,40
O50100,2025-12-02,C10075,Repeat,Web,Northeast,P1011,Dresses,Travel Dress,141.0,2,0.0,282.0,204.0,77
O50101,2025-01-03,C10352,New,Organic Search,Midwest,P1007,Outerwear,Layer Jacket,196.0,1,0.0,196.0,299.0,40
O50102,2025-02-24,C10384,Repeat,Organic Search,Northeast,P1012,Loungewear,Soft Set,84.24,1,0.1,75.82,374.0,81
O50102,2025-02-24,C10384,Repeat,Organic Search,Northeast,P1001,Tops,Air Tunic,62.0,2,0.0,124.0,147.0,72
O50103,2025-08-06,C10398,New,Web,South,P1008,Outerwear,Transit Coat,218.0,1,,218.0,402.0,47
O50103,2025-08-06,C10398,New,Web,South,P1002,Tops,Everyday Shirt,71.0,1,0.1,63.9,224.0,67
O50104,2025-04-01,C10112,New,Organic Search,West,P1008,Outerwear,Transit Coat,218.0,1,0.1,196.2,401.0,47
O50105,2025-12-23,C10411,Repeat,Web,West,P1012,Loungewear,Soft Set,84.24,1,0.05,80.03,373.0,81
O50106,2025-08-26,C10265,Repeat,Organic Search,West,P1012,Loungewear,Soft Set,78.0,2,0.0,156.0,371.0,81
O50107,2025-10-13,C10025,Repeat,Organic Search,West,P1013,Loungewear,Relaxed Jogger,85.0,1,0.2,$68.00,428.0,79
O50108,2025-03-04,C10127,New,Email Campaign,West,P1009,Dresses,Wrap Dress,160.0,2,0.15,272.0,257.0,40
O50109,2025-03-10,C10233,New,Mobile App,Midwest,P1003,Bottoms,Tailored Pant,89.0,1,0.1,80.1,385.0,61
O50110,2025-08-26,C10410,Repeat,Mobile App,Northeast,P1010,Dresses,Shift Dress,142.0,2,0.0,284.0,334.0,75
O50111,2025-09-29,C10341,Repeat,WEB,South,P1013,Loungewear,Relaxed Jogger,85.0,1,0.1,76.5,427.0,79
O50111,2025-09-29,C10341,Repeat,Web,South,P1014,Loungewear,Cozy Hoodie,117.0,1,0.0,117.0,138.0,49
O50112,2025-11-01,C10286,VIP,Web,West,P1012,Loungewear,Soft Set,78.0,1,0.2,62.4,370.0,81
O50113,2025-08-15,C10162,Repeat,Web,Northeast,P1008,Outerwear,Transit Coat,218.0,1,0.1,196.2,400.0,47
O50113,2025-08-15,C10162,Repeat,Web,Northeast,P1006,Outerwear,Commuter Blazer,150.0,2,0.0,300.0,413.0,51
O50114,2025-09-16,C10313,Repeat,Web,Midwest,P1003,Bottoms,Tailored Pant,89.0,2,0.05,169.1,383.0,61
O50114,2025-09-16,C10313,Repeat,Web,Midwest,P1004,Bottoms,Easy Trouser,116.0,1,0.0,116.0,190.0,79
O50115,2025-10-08,C10218,New,Paid Social,South,P1013,Loungewear,Relaxed Jogger,85.0,1,0.05,80.75,426.0,79
O50115,2025-10-08,C10218,New,PAID SOCIAL,South,P1006,Outerwear,Commuter Blazer,174.0,3,0.0,522.0,410.0,51
O50115,2025-10-08,C10218,New,Paid Social,South,P1002,Tops,Everyday Shirt,71.0,1,0.0,71.0,223.0,67
O50116,2025-03-23,C10228,Repeat,Email Campaign,South,P1012,Loungewear,Soft Set,78.0,1,0.2,62.4,369.0,81
O50116,2025-03-23,C10228,Repeat,Email Campaign,South,P1009,Dresses,Wrap Dress,160.0,1,0.1,144.0,256.0,40
O50117,2025-09-01,C10380,New,Paid Social,Northeast,P1003,Bottoms,Tailored Pant,89.0,3,0.05,253.65,380.0,61
O50118,2025-05-13,C10230,New,Web,South,P1012,Loungewear,Soft Set,78.0,2,0.05,148.2,367.0,81
O50119,2025-05-07,C10384,Repeat,Web,West,P1007,Outerwear,Layer Jacket,196.0,1,0.15,166.6,298.0,40
O50120,2025-05-22,C10326,VIP,Mobile App,South,P1000,Tops,Classic Tee,78.0,1,0.0,78.0,231.0,49
O50120,2025-05-22,C10326,VIP,Mobile App,South,P1012,Loungewear,Soft Set,78.0,1,0.15,66.3,366.0,81
O50121,2025-09-24,C10392,Repeat,Paid Social,Northeast,P1005,Bottoms,Weekend Skirt,109.0,1,0.1,98.1,267.0,41
O50122,2025-11-17,C10248,VIP,Organic Search,Northeast,P1007,Outerwear,Layer Jacket,227.36,4,0.15,773.02,294.0,40
O50122,2025-11-17,C10248,VIP,Organic Search,Northeast,P1004,Bottoms,Easy Trouser,116.0,2,0.05,220.4,188.0,79
O50123,2025-05-21,C10122,Repeat,Paid Social,Northeast,P1014,Loungewear,Cozy Hoodie,117.0,2,0.05,222.3,136.0,49
O50124,2025-02-09,C10225,New,Email Campaign,West,P1010,Dresses,Shift Dress,142.0,1,0.15,120.7,333.0,75
O50124,2025-02-09,C10225,New,EMAIL CAMPAIGN,West,P1005,Bottoms,Weekend Skirt,109.0,1,0.15,$92.65,266.0,41
O50125,2025-05-27,C10365,New,Web,Midwest,P1006,Outerwear,Commuter Blazer,150.0,3,0.0,450.0,407.0,51
O50126,2025-05-20,C10120,Repeat,Paid Social,South,P1006,Outerwear,Commuter Blazer,150.0,2,0.0,300.0,405.0,51
O50126,2025-05-20,C10120,Repeat,Paid Social,South,P1005,Bottoms,Weekend Skirt,109.0,1,0.1,98.1,265.0,41
O50127,2025-06-13,C10171,Repeat,Web,West,P1006,Outerwear,Commuter Blazer,150.0,1,0.2,120.0,404.0,51
O50128,2025-02-11,C10276,Repeat,Web,Northeast,P1002,Tops,Everyday Shirt,71.0,1,0.1,63.9,222.0,67
O50128,2025-02-11,C10276,Repeat,Web,Northeast,P1007,Outerwear,Layer Jacket,196.0,1,0.0,196.0,293.0,40
O50129,2025-03-19,C10070,New,Mobile App,Northeast,P1004,Bottoms,Easy Trouser,116.0,1,0.1,104.4,187.0,79
O50129,2025-03-19,C10070,New,Mobile App,Northeast,P1000,tops,Classic Tee,78.0,1,0.0,78.0,230.0,49
O50129,2025-03-19,C10070,New,Mobile App,Northeast,P1011,Dresses,Travel Dress,141.0,1,0.0,141.0,203.0,77
O50130,2025-07-16,C10118,New,Mobile App,Northeast,P1004,Bottoms,Easy Trouser,116.0,1,0.0,$116.00,186.0,79
O50130,2025-07-16,C10118,New,Mobile App,Northeast,P1009,Dresses,Wrap Dress,179.2,2,0.1,322.56,254.0,40
O50131,2025-03-20,C10355,Repeat,PAID SOCIAL,West,P1005,Bottoms,Weekend Skirt,109.0,1,0.05,103.55,264.0,41
O50132,2025-04-20,C10361,New,Organic Search,Northeast,P1009,Dresses,Wrap Dress,179.2,2,0.0,358.4,,40
O50133,2025-08-01,C10032,VIP,Mobile App,Northeast,P1008,Outerwear,Transit Coat,218.0,1,0.1,196.2,399.0,47
O50133,2025-08-01,C10032,VIP,Mobile App,Northeast,P1010,Dresses,Shift Dress,142.0,1,0.15,120.7,332.0,75
O50134,2025-06-19,C10208,VIP,Mobile App,West,P1000,Tops,Classic Tee,78.0,1,0.0,78.0,229.0,49
O50135,2025-08-27,C10277,Repeat,Paid Social,South,P1011,Dresses,Travel Dress,141.0,2,0.0,282.0,201.0,77
O50135,2025-08-27,C10277,Repeat,Paid Social,South,P1007,Outerwear,Layer Jacket,196.0,2,0.0,392.0,291.0,40
O50135,2025-08-27,C10277,Repeat,Paid Social,South,P1012,Loungewear,Soft Set,78.0,2,0.0,156.0,364.0,81
O50136,2025-02-01,C10212,New,Organic Search,South,P1014,Loungewear,Cozy Hoodie,126.36,3,0.1,341.17,133.0,49
O50136,2025-02-01,C10212,New,Organic Search,South,P1007,Outerwear,Layer Jacket,196.0,2,0.1,352.8,289.0,40
O50137,2025-08-04,C10105,Repeat,Organic Search,Midwest,P1013,Loungewear,Relaxed Jogger,85.0,1,0.0,85.0,425.0,79
O50138,2025-10-27,C10199,New,Web,West,P1005,Bottoms,Weekend Skirt,109.0,1,0.1,$98.10,263.0,41
O50138,2025-10-27,C10199,New,Web,West,P1001,Tops,Air Tunic,62.0,1,0.0,62.0,146.0,72
O50138,2025-10-27,C10199,New,Web,West,P1004,Bottoms,Easy Trouser,116.0,1,0.0,116.0,185.0,79
O50139,2025-01-11,C10356,New,Web,,P1012,Loungewear,Soft Set,84.24,1,0.0,84.24,363.0,81
O50140,2025-10-22,C10391,VIP,Web,Midwest,P1014,Loungewear,Cozy Hoodie,117.0,2,0.1,$210.60,131.0,49
O50140,2025-10-22,C10391,VIP,Web,Midwest,P1008,Outerwear,Transit Coat,252.88,3,0.05,720.71,396.0,47
O50140,2025-10-22,C10391,VIP,Web,Midwest,P1007,Outerwear,Layer Jacket,227.36,1,0.05,215.99,288.0,40
O50141,2025-09-02,C10194,Repeat,Mobile App,West,P1001,Tops,Air Tunic,62.0,1,0.0,62.0,145.0,72
O50142,2025-06-30,C10003,New,Organic Search,South,P1002,Tops,Everyday Shirt,71.0,2,0.15,120.7,220.0,67
O50143,2025-07-19,C10152,Repeat,Mobile App,South,P1004,Bottoms,Easy Trouser,116.0,1,0.05,110.2,184.0,79
O50144,2025-10-03,C10214,Repeat,Mobile App,Northeast,P1005,Bottoms,Weekend Skirt,109.0,4,0.0,436.0,259.0,41
O50145,2025-10-07,C10382,Repeat,Mobile App,South,P1014,Loungewear,Cozy Hoodie,117.0,2,0.1,210.6,129.0,49
O50146,2025-11-05,C10409,Repeat,Organic Search,South,P1011,Dresses,Travel Dress,141.0,3,0.1,380.7,198.0,77
O50146,2025-11-05,C10409,Repeat,Organic Search,South,P1006,Outerwear,Commuter Blazer,174.0,2,0.0,348.0,402.0,51
O50147,2025-09-07,C10112,Repeat,Web,Midwest,P1000,Tops,Classic Tee,78.0,2,0.1,140.4,227.0,49
O50147,2025-09-07,C10112,Repeat,Web,Midwest,P1013,Loungewear,Relaxed Jogger,85.0,1,0.05,80.75,424.0,79
O50147,2025-09-07,C10112,Repeat,Web,Midwest,P1007,Outerwear,Layer Jacket,227.36,1,0.0,227.36,287.0,40
O50148,2025-05-20,C10112,VIP,Paid Social,Northeast,P1014,Loungewear,Cozy Hoodie,117.0,2,0.0,234.0,127.0,49
O50149,2025-09-06,C10223,Repeat,Mobile App,Midwest,P1004,Bottoms,Easy Trouser,116.0,1,0.15,98.6,183.0,79
O50149,2025-09-06,C10223,Repeat,Mobile App,Midwest,P1002,Tops,Everyday Shirt,71.0,1,0.0,71.0,219.0,67
O50150,2025-07-19,C10014,Repeat,Email Campaign,Midwest,P1008,Outerwear,Transit Coat,218.0,2,0.1,392.4,394.0,47
